# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)   0.831 us    |  kthread_should_stop();
 1)   0.170 us    |        rcu_qs();
 1)   0.511 us    |      }
 1)               |      raw_spin_rq_lock_nested() {
 1)   0.171 us    |        _raw_spin_lock();
 1)   0.491 us    |      }
 1)   0.211 us    |      update_rq_clock();
 1)               |      dequeue_task_fair() {
 1)               |        dequeue_entity() {
 1)               |          update_curr() {
 1)   0.190 us    |            update_min_vruntime();
 1)               |            cpuacct_charge() {
 1)   0.180 us    |              rcu_read_unlock_strict();
 1)   0.901 us    |            }
 1)   0.170 us    |            rcu_read_unlock_strict();
 1)   2.325 us    |          }
 1)   0.190 us    |          __update_load_avg_se();
 1)   0.190 us    |          __update_load_avg_cfs_rq();
 1)   0.171 us    |          clear_buddies();
 1)   0.190 us    |          update_cfs_group();
 1)   0.190 us    |          update_min_vruntime();
 1)   4.538 us    |        }
 1)   0.821 us    |        hrtick_update();
 1)   5.981 us    |      }
 1)               |      pick_next_task() {
 1)               |        pick_next_task_fair() {
 1)               |          newidle_balance() {
 1)   0.181 us    |            __msecs_to_jiffies();
 1)   0.170 us    |            rcu_read_unlock_strict();
 1)   0.902 us    |          }
 1)   1.263 us    |        }
 1)               |        put_prev_task_fair() {
 1)   0.190 us    |          put_prev_entity();
 1)   0.541 us    |        }
 1)               |        pick_next_task_idle() {
 1)               |          set_next_task_idle() {
 1)               |            __update_idle_core() {
 1)   0.170 us    |              rcu_read_unlock_strict();
 1)   0.531 us    |            }
 1)   0.170 us    |            queue_core_balance();
 1)   1.333 us    |          }
 1)   1.673 us    |        }
 1)   4.288 us    |      }
 1)               |      psi_task_switch() {
 1)   0.180 us    |        psi_flags_change();
 1)   0.180 us    |        iterate_groups();
 1)   0.351 us    |        psi_group_change();
 1)   0.181 us    |        iterate_groups();
 1)   1.814 us    |      }
 1)   0.611 us    |      __traceiter_sched_switch();
 ------------------------------------------
 1)   kcompac-32   =>    <idle>-0   
 ------------------------------------------

 1)   1.673 us    |  enter_lazy_tlb();
 ------------------------------------------
 1)    <idle>-0    =>   kcompac-32  
 ------------------------------------------

 1)               |      finish_task_switch.isra.0() {
 1)   0.241 us    |        raw_spin_rq_unlock();
 1)   0.952 us    |      }
 1) @ 511998.7 us |    }
 1)               |    del_timer_sync() {
 1)               |      lock_timer_base() {
 1)   0.171 us    |        _raw_spin_lock_irqsave();
 1)   0.571 us    |      }
 1)   0.201 us    |      detach_if_pending();
 1)   0.200 us    |      _raw_spin_unlock_irqrestore();
 1)   1.854 us    |    }
 1) @ 512003.8 us |  } /* schedule_timeout */
 1)               |  prepare_to_wait_event() {
 1)   0.271 us    |    _raw_spin_lock_irqsave();
 1)   0.181 us    |    _raw_spin_unlock_irqrestore();
 1)   0.982 us    |  }
 1)   0.171 us    |  kthread_should_stop();
 1)               |  finish_wait() {
 1)   0.171 us    |    _raw_spin_lock_irqsave();
 1)   0.180 us    |    _raw_spin_unlock_irqrestore();
 1)   0.862 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.311 us    |    fill_contig_page_info();
 1)   0.791 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.251 us    |    fill_contig_page_info();
 1)   0.581 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.270 us    |    fill_contig_page_info();
 1)   0.621 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.281 us    |    fill_contig_page_info();
 1)   0.611 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.270 us    |    fill_contig_page_info();
 1)   0.631 us    |  }
 1)   0.181 us    |  kthread_should_stop();
 1)   0.170 us    |  kthread_should_stop();
 1)   0.170 us    |  init_wait_entry();
 1)               |  prepare_to_wait_event() {
 1)   0.170 us    |    _raw_spin_lock_irqsave();
 1)   0.181 us    |    _raw_spin_unlock_irqrestore();
 1)   0.892 us    |  }
 1)   0.170 us    |  kthread_should_stop();
 1)               |  schedule_timeout() {
 1)               |    lock_timer_base() {
 1)   0.160 us    |      _raw_spin_lock_irqsave();
 1)   0.501 us    |    }
 1)   0.170 us    |    detach_if_pending();
 1)   0.190 us    |    get_nohz_timer_target();
 1)   0.190 us    |    calc_wheel_index();
 1)   0.271 us    |    enqueue_timer();
 1)   0.171 us    |    _raw_spin_unlock_irqrestore();
 1)               |    schedule() {
 1)               |      rcu_note_context_switch() {
 1)   0.211 us    |        rcu_qs();
 1)   0.601 us    |      }
 1)               |      raw_spin_rq_lock_nested() {
 1)   0.170 us    |        _raw_spin_lock();
 1)   0.521 us    |      }
 1)   0.220 us    |      update_rq_clock();
 1)               |      dequeue_task_fair() {
 1)               |        dequeue_entity() {
 1)               |          update_curr() {
 1)   0.180 us    |            update_min_vruntime();
 1)               |            cpuacct_charge() {
 1)   0.181 us    |              rcu_read_unlock_strict();
 1)   0.691 us    |            }
 1)   0.171 us    |            rcu_read_unlock_strict();
 1)   2.145 us    |          }
 1)   0.190 us    |          __update_load_avg_se();
 1)   0.201 us    |          __update_load_avg_cfs_rq();
 1)   0.171 us    |          clear_buddies();
 1)   0.190 us    |          update_cfs_group();
 1)   0.190 us    |          update_min_vruntime();
 1)   4.388 us    |        }
 1)   0.180 us    |        hrtick_update();
 1)   5.149 us    |      }
 1)               |      pick_next_task() {
 1)               |        pick_next_task_fair() {
 1)               |          newidle_balance() {
 1)   0.170 us    |            __msecs_to_jiffies();
 1)   0.171 us    |            rcu_read_unlock_strict();
 1)   0.902 us    |          }
 1)   1.302 us    |        }
 1)               |        put_prev_task_fair() {
 1)   0.181 us    |          put_prev_entity();
 1)   0.531 us    |        }
 1)               |        pick_next_task_idle() {
 1)               |          set_next_task_idle() {
 1)               |            __update_idle_core() {
 1)   0.170 us    |              rcu_read_unlock_strict();
 1)   0.531 us    |            }
 1)   0.181 us    |            queue_core_balance();
 1)   1.342 us    |          }
 1)   1.683 us    |        }
 1)   4.328 us    |      }
 1)               |      psi_task_switch() {
 1)   0.171 us    |        psi_flags_change();
 1)   0.180 us    |        iterate_groups();
 1)   0.360 us    |        psi_group_change();
 1)   0.180 us    |        iterate_groups();
 1)   1.833 us    |      }
 1)   0.581 us    |      __traceiter_sched_switch();
 ------------------------------------------
 1)   kcompac-32   =>    <idle>-0   
 ------------------------------------------

 1)   1.824 us    |  enter_lazy_tlb();
 ------------------------------------------
 1)    <idle>-0    =>   kcompac-32  
 ------------------------------------------

 1)               |      finish_task_switch.isra.0() {
 1)   0.581 us    |        raw_spin_rq_unlock();
 1)   1.232 us    |      }
 1) @ 511950.4 us |    }
 1)               |    del_timer_sync() {
 1)               |      lock_timer_base() {
 1)   0.181 us    |        _raw_spin_lock_irqsave();
 1)   0.551 us    |      }
 1)   0.191 us    |      detach_if_pending();
 1)   0.200 us    |      _raw_spin_unlock_irqrestore();
 1)   1.754 us    |    }
 1) @ 511956.5 us |  } /* schedule_timeout */
 1)               |  prepare_to_wait_event() {
 1)   0.251 us    |    _raw_spin_lock_irqsave();
 1)   0.200 us    |    _raw_spin_unlock_irqrestore();
 1)   0.982 us    |  }
 1)   0.181 us    |  kthread_should_stop();
 1)               |  finish_wait() {
 1)   0.171 us    |    _raw_spin_lock_irqsave();
 1)   0.180 us    |    _raw_spin_unlock_irqrestore();
 1)   0.862 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.331 us    |    fill_contig_page_info();
 1)   0.802 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.270 us    |    fill_contig_page_info();
 1)   0.631 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.281 us    |    fill_contig_page_info();
 1)   0.621 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.962 us    |    fill_contig_page_info();
 1)   1.352 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.260 us    |    fill_contig_page_info();
 1)   0.651 us    |  }
 1)   0.171 us    |  kthread_should_stop();
 1)   0.160 us    |  kthread_should_stop();
 1)   0.170 us    |  init_wait_entry();
 1)               |  prepare_to_wait_event() {
 1)   0.170 us    |    _raw_spin_lock_irqsave();
 1)   0.191 us    |    _raw_spin_unlock_irqrestore();
 1)   0.902 us    |  }
 1)   0.171 us    |  kthread_should_stop();
 1)               |  schedule_timeout() {
 1)               |    lock_timer_base() {
 1)   0.170 us    |      _raw_spin_lock_irqsave();
 1)   0.511 us    |    }
 1)   0.180 us    |    detach_if_pending();
 1)   0.180 us    |    get_nohz_timer_target();
 1)   0.190 us    |    calc_wheel_index();
 1)   0.271 us    |    enqueue_timer();
 1)   0.180 us    |    _raw_spin_unlock_irqrestore();
 1)               |    schedule() {
 1)               |      rcu_note_context_switch() {
 1)   0.170 us    |        rcu_qs();
 1)   0.531 us    |      }
 1)               |      raw_spin_rq_lock_nested() {
 1)   0.160 us    |        _raw_spin_lock();
 1)   0.521 us    |      }
 1)   0.220 us    |      update_rq_clock();
 1)               |      dequeue_task_fair() {
 1)               |        dequeue_entity() {
 1)               |          update_curr() {
 1)   0.191 us    |            update_min_vruntime();
 1)               |            cpuacct_charge() {
 1)   0.180 us    |              rcu_read_unlock_strict();
 1)   0.601 us    |            }
 1)   0.170 us    |            rcu_read_unlock_strict();
 1)   2.044 us    |          }
 1)   0.190 us    |          __update_load_avg_se();
 1)   0.200 us    |          __update_load_avg_cfs_rq();
 1)   0.171 us    |          clear_buddies();
 1)   0.180 us    |          update_cfs_group();
 1)   0.190 us    |          update_min_vruntime();
 1)   4.268 us    |        }
 1)   0.170 us    |        hrtick_update();
 1)   5.019 us    |      }
 1)               |      pick_next_task() {
 1)               |        pick_next_task_fair() {
 1)               |          newidle_balance() {
 1)   0.170 us    |            __msecs_to_jiffies();
 1)   0.171 us    |            rcu_read_unlock_strict();
 1)   0.912 us    |          }
 1)   1.272 us    |        }
 1)               |        put_prev_task_fair() {
 1)   0.191 us    |          put_prev_entity();
 1)   0.571 us    |        }
 1)               |        pick_next_task_idle() {
 1)               |          set_next_task_idle() {
 1)               |            __update_idle_core() {
 1)   0.190 us    |              rcu_read_unlock_strict();
 1)   0.581 us    |            }
 1)   0.180 us    |            queue_core_balance();
 1)   1.422 us    |          }
 1)   1.804 us    |        }
 1)   4.378 us    |      }
 1)               |      psi_task_switch() {
 1)   0.170 us    |        psi_flags_change();
 1)   0.181 us    |        iterate_groups();
 1)   0.361 us    |        psi_group_change();
 1)   0.180 us    |        iterate_groups();
 1)   1.814 us    |      }
 1)   0.621 us    |      __traceiter_sched_switch();
 ------------------------------------------
 1)   kcompac-32   =>    <idle>-0   
 ------------------------------------------

 1)   1.633 us    |  enter_lazy_tlb();
 ------------------------------------------
 1)    <idle>-0    =>   kcompac-32  
 ------------------------------------------

 1)               |      finish_task_switch.isra.0() {
 1)   0.250 us    |        raw_spin_rq_unlock();
 1)   0.972 us    |      }
 1) @ 511983.3 us |    }
 1)               |    del_timer_sync() {
 1)               |      lock_timer_base() {
 1)   0.190 us    |        _raw_spin_lock_irqsave();
 1)   0.601 us    |      }
 1)   0.261 us    |      detach_if_pending();
 1)   0.201 us    |      _raw_spin_unlock_irqrestore();
 1)   2.575 us    |    }
 1) @ 511989.6 us |  } /* schedule_timeout */
 1)               |  prepare_to_wait_event() {
 1)   0.260 us    |    _raw_spin_lock_irqsave();
 1)   0.191 us    |    _raw_spin_unlock_irqrestore();
 1)   0.982 us    |  }
 1)   0.170 us    |  kthread_should_stop();
 1)               |  finish_wait() {
 1)   0.170 us    |    _raw_spin_lock_irqsave();
 1)   0.181 us    |    _raw_spin_unlock_irqrestore();
 1)   0.872 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.331 us    |    fill_contig_page_info();
 1)   0.771 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.221 us    |    fill_contig_page_info();
 1)   0.561 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.270 us    |    fill_contig_page_info();
 1)   0.631 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.301 us    |    fill_contig_page_info();
 1)   0.661 us    |  }
 1)               |  extfrag_for_order() {
 1)   0.310 us    |    fill_contig_page_info();
 1)   0.651 us    |  }
 1)   0.170 us    |  kthread_should_stop();
 1)   0.170 us    |  kthread_should_stop();
 1)   0.171 us    |  init_wait_entry();
 1)               |  prepare_to_wait_event() {
 1)   0.171 us    |    _raw_spin_lock_irqsave();
 1)   0.190 us    |    _raw_spin_unlock_irqrestore();
 1)   0.902 us    |  }
 1)   0.170 us    |  kthread_should_stop();
 1)               |  schedule_timeout() {
 1)               |    lock_timer_base() {
 1)   0.171 us    |      _raw_spin_lock_irqsave();
 1)   0.511 us    |    }
 1)   0.181 us    |    detach_if_pending();
 1)   0.181 us    |    get_nohz_timer_target();
 1)   0.210 us    |    calc_wheel_index();
 1)   0.271 us    |    enqueue_timer();
 1)   0.171 us    |    _raw_spin_unlock_irqrestore();
 1)               |    schedule() {
 1)               |      rcu_note_context_switch() {
 1)   0.170 us    |        rcu_qs();
 1)   0.511 us    |      }
 1)               |      raw_spin_rq_lock_nested() {
 1)   0.190 us    |        _raw_spin_lock();
 1)   0.521 us    |      }
 1)   0.220 us    |      update_rq_clock();
 1)               |      dequeue_task_fair() {
 1)               |        dequeue_entity() {
